company,board,symbol,isin,trade_no,entry_type,signal_date,entry_date,entry,stop,target1,exit_date,exit_price,exit_reason,hold_sessions,pnl_pct,peak_gain_pct
Suraj Estate Developers Ltd.,Mainboard,SURAJEST,INE843S01025,1,early pivot reclaim,2024-01-03,2024-01-04,361.95,332.99,416.24,2024-01-23,332.05,stop -8%,12,-9.26,0.0
AIK Pipes & Polymers Ltd.,SME,AIKPIPES,INE0QFT01015,1,early pivot reclaim,2024-01-03,2024-01-04,113.3,104.24,130.29,2024-03-05,101.55,stop -8%,41,-11.87,25.1
Cello World Ltd.,Mainboard,CELLO,INE0LMW01024,1,late bloomer (vol-confirmed),2024-01-04,2024-01-05,871.2,801.5,1001.88,2024-02-22,800.9,stop -8%,32,-9.07,3.6
Accent Microcell Ltd.,SME,ACCENTMIC,INE0Q5D01013,1,early pivot reclaim,2024-01-04,2024-01-05,359.0,330.28,412.85,2024-01-08,320.15,stop -8%,1,-12.32,0.0
Shri Balaji Valve Components Ltd.,SME,SBVCL,INE0RNZ01014,1,early pivot reclaim,2024-01-04,2024-01-05,219.94,202.34,252.93,2024-02-05,216.1,trail (30% off peak after +15%),19,-3.25,40.4
HRH Next Services Ltd.,SME,HRHNEXT,INE0R3501012,1,early pivot reclaim,2024-01-04,2024-01-05,47.45,43.65,54.57,2024-01-23,42.25,stop -8%,11,-12.46,21.3
Akanksha Power & Infrastructure Ltd.,SME,AKANKSHA,INE0PCY01014,1,early pivot reclaim,2024-01-04,2024-01-05,71.75,66.01,82.51,2024-02-13,97.45,trail (30% off peak after +15%),25,34.32,99.3
S J Logistics (India) Ltd.,SME,SJLOGISTIC,INE0F3301020,1,early pivot reclaim,2024-01-05,2024-01-08,204.45,188.09,235.12,2024-03-15,259.3,trail (30% off peak after +15%),46,25.33,82.4
Chavda Infra Ltd.,SME,CHAVDA,INE0PT101017,2,early pivot reclaim,2024-01-09,2024-01-10,100.1,92.09,115.11,2024-03-13,90.8,stop -8%,42,-10.79,34.1
Shanti Spintex Ltd.,SME,544059,INE0QZQ01019,1,early pivot reclaim,2024-01-09,2024-01-10,87.4,80.41,100.51,2024-01-23,80.15,stop -8%,8,-9.8,4.3
Manoj Ceramic Ltd.,SME,MCPL,INE0A6N01026,1,early pivot reclaim,2024-01-09,2024-01-10,89.94,82.74,103.43,2024-03-12,107.35,trail (30% off peak after +15%),41,17.86,71.4
Kaushalya Logistics Ltd.,SME,KLL,INE0Q2V01012,1,early pivot reclaim,2024-01-09,2024-01-10,111.0,102.12,127.65,2024-01-29,98.3,stop -8%,11,-12.94,4.2
Unihealth Consultancy Ltd.,SME,UNIHEALTH,INE0PRF01011,2,early pivot reclaim,2024-01-10,2024-01-11,148.0,136.16,170.2,2024-03-12,128.0,stop -8%,40,-15.01,9.5
Valiant Laboratories Ltd.,Mainboard,VALIANTLAB,INE0JWS01017,2,early pivot reclaim,2024-01-11,2024-01-12,176.2,162.1,202.63,2024-03-12,152.7,stop -8%,39,-14.34,16.2
DOMS Industries Ltd.,Mainboard,DOMS,INE321T01012,1,early pivot reclaim,2024-01-11,2024-01-12,1525.0,1403.0,1753.75,2024-01-30,1400.85,stop -8%,10,-9.14,0.0
IBL Finance Ltd.,SME,IBLFL,INE0O7401018,1,early pivot reclaim,2024-01-17,2024-01-18,64.75,59.57,74.46,2024-02-13,58.8,stop -8%,16,-10.69,6.5
Accent Microcell Ltd.,SME,ACCENTMIC,INE0Q5D01013,2,early pivot reclaim,2024-01-18,2024-01-19,329.8,303.42,379.27,2024-01-30,292.95,stop -8%,5,-12.67,0.0
Jyoti CNC Automation Ltd.,Mainboard,JYOTICNC,INE980O01024,1,early pivot reclaim,2024-01-18,2024-01-19,460.0,423.2,529.0,2024-01-23,420.75,stop -8%,1,-9.53,0.0
New Swan Multitech Ltd.,SME,SWANAGRO,INE0GEN01012,1,early pivot reclaim,2024-01-19,2024-01-23,142.0,130.64,163.3,2024-01-25,124.47,stop -8%,2,-13.85,0.0
Australian Premium Solar (India) Ltd.,SME,APS,INE0P0001010,1,early pivot reclaim,2024-01-19,2024-01-23,170.15,156.54,195.67,2024-02-12,236.75,trail (30% off peak after +15%),13,37.64,111.6
Shree Marutinandan Tubes Ltd.,SME,SHREE,INE0QIS01011,1,early pivot reclaim,2024-01-23,2024-01-24,243.05,223.61,279.51,2024-03-13,298.75,trail (30% off peak after +15%),32,21.42,78.3
HRH Next Services Ltd.,SME,HRHNEXT,INE0R3501012,2,early pivot reclaim,2024-01-24,2024-01-25,41.0,37.72,47.15,2024-02-12,36.55,stop -8%,11,-12.35,4.0
Kay Cee Energy & Infra Ltd.,SME,KCEIL,INE0RCG01017,1,early pivot reclaim,2024-01-25,2024-01-29,314.0,288.88,361.1,2024-02-21,276.5,stop -8%,17,-13.44,27.4
Jyoti CNC Automation Ltd.,Mainboard,JYOTICNC,INE980O01024,2,early pivot reclaim,2024-01-25,2024-01-29,448.2,412.34,515.43,2025-01-28,988.25,trail (30% off peak after +15%),247,119.49,220.4
Azad Engineering Ltd.,Mainboard,AZAD,INE02IJ01035,1,early pivot reclaim,2024-01-30,2024-01-31,919.0,845.48,1056.85,2024-10-07,1336.95,trail (30% off peak after +15%),167,44.48,115.6
Ratnaveer Precision Engineering Ltd.,Mainboard,RATNAVEER,INE05CZ01011,2,early pivot reclaim,2024-02-01,2024-02-02,144.0,132.48,165.6,2024-02-12,131.6,stop -8%,6,-9.61,4.8
ASK Automotive Ltd.,Mainboard,ASKAUTOLTD,INE491J01022,1,late bloomer (vol-confirmed),2024-02-01,2024-02-02,329.0,302.68,378.35,2024-02-12,299.75,stop -8%,6,-9.89,0.0
Nova AgriTech Ltd.,Mainboard,NOVAAGRI,INE02H701025,1,early pivot reclaim,2024-02-01,2024-02-02,63.6,58.51,73.14,2024-03-12,53.9,stop -8%,26,-16.25,15.6
Brisk Technovision Ltd.,SME,BRISK,INE0Q6L01014,1,early pivot reclaim,2024-02-01,2024-02-02,182.0,167.44,209.3,2024-02-05,166.4,stop -8%,1,-10.07,0.0
Konstelec Engineers Ltd.,SME,KONSTELEC,INE0QEI01011,1,early pivot reclaim,2024-02-02,2024-02-05,234.85,216.06,270.08,2024-03-04,209.05,stop -8%,20,-12.49,15.2
Medi Assist Healthcare Services Ltd.,Mainboard,MEDIASSIST,INE456Z01021,1,early pivot reclaim,2024-02-05,2024-02-06,545.0,501.4,626.75,2024-02-12,497.85,stop -8%,4,-9.65,0.5
DOMS Industries Ltd.,Mainboard,DOMS,INE321T01012,2,early pivot reclaim,2024-02-06,2024-02-07,1450.0,1334.0,1667.5,2026-03-05,2143.4,trail (30% off peak after +15%),511,46.82,111.7
Inox India Ltd.,Mainboard,INOXINDIA,INE616N01034,1,late bloomer (vol-confirmed),2024-02-06,2024-02-07,1050.0,966.0,1207.5,2024-02-12,962.85,stop -8%,3,-9.3,0.0
Megatherm Induction Ltd.,SME,MEGATHERM,INE531R01010,1,early pivot reclaim,2024-02-06,2024-02-07,229.15,210.82,263.52,2024-03-12,264.45,trail (30% off peak after +15%),23,13.9,65.9
ESAF Small Finance Bank Ltd.,Mainboard,ESAFSFB,INE818W01011,1,late bloomer (vol-confirmed),2024-02-07,2024-02-08,80.0,73.6,92.0,2024-02-09,65.45,stop -8%,1,-19.19,0.0
Innova Captab Ltd.,Mainboard,INNOVACAP,INE0DUT01020,2,early pivot reclaim,2024-02-07,2024-02-08,546.85,503.1,628.88,2024-03-13,479.15,stop -8%,23,-13.38,0.6
Gabriel Pet Straps Ltd.,SME,GPSL,INE0QZF01012,1,early pivot reclaim,2024-02-08,2024-02-09,133.05,122.41,153.01,2024-02-12,117.15,stop -8%,1,-13.45,0.0
Sai Silks (Kalamandir) Ltd.,Mainboard,KALAMANDIR,INE438K01021,2,early pivot reclaim,2024-02-09,2024-02-12,234.0,215.28,269.1,2024-03-05,213.8,stop -8%,16,-9.63,3.4
Addictive Learning Technology Ltd.,SME,LAWSIKHO,INE0RDH01021,1,early pivot reclaim,2024-02-09,2024-02-12,342.0,314.64,393.3,2024-02-13,309.75,stop -8%,1,-10.93,0.0
Italian Edibles Ltd.,SME,ITALIANE,INE0R7R01018,1,early pivot reclaim,2024-02-13,2024-02-14,58.5,53.82,67.27,2024-02-19,53.55,stop -8%,3,-9.96,0.8
Inox India Ltd.,Mainboard,INOXINDIA,INE616N01034,2,early pivot reclaim,2024-02-14,2024-02-15,1077.0,990.84,1238.55,2024-08-14,1181.9,"time (120 sessions, unproven)",120,8.74,35.5
IBL Finance Ltd.,SME,IBLFL,INE0O7401018,2,early pivot reclaim,2024-02-14,2024-02-15,63.0,57.96,72.45,2024-02-28,56.65,stop -8%,9,-11.58,0.0
Addictive Learning Technology Ltd.,SME,LAWSIKHO,INE0RDH01021,2,early pivot reclaim,2024-02-15,2024-02-16,348.0,320.16,400.2,2024-02-22,315.5,stop -8%,4,-10.84,0.0
Gabriel Pet Straps Ltd.,SME,GPSL,INE0QZF01012,2,early pivot reclaim,2024-02-15,2024-02-16,127.95,117.71,147.14,2024-10-15,109.75,stop -8%,117,-15.72,27.7
Jana Small Finance Bank Ltd.,Mainboard,JSFB,INE953L01027,1,early pivot reclaim,2024-02-15,2024-02-16,429.0,394.68,493.35,2024-03-13,383.1,stop -8%,17,-11.7,7.8
Rashi Peripherals Ltd.,Mainboard,RPTECH,INE0J1F01024,1,early pivot reclaim,2024-02-16,2024-02-19,346.25,318.55,398.19,2024-03-12,313.9,stop -8%,15,-10.34,10.8
Alpex Solar Ltd.,SME,ALPEXSOLAR,INE0R4701017,1,early pivot reclaim,2024-02-16,2024-02-19,380.8,350.34,437.92,2024-03-05,326.6,stop -8%,11,-15.73,8.4
Rudra Gas Enterprise Ltd.,SME,RUDRAGAS,INE0OYK01010,1,early pivot reclaim,2024-02-16,2024-02-19,134.3,123.56,154.44,2024-03-15,157.75,trail (30% off peak after +15%),18,15.96,75.6
ROX Hi-Tech Ltd.,SME,ROXHITECH,INE0PDJ01013,2,early pivot reclaim,2024-02-19,2024-02-20,143.0,131.56,164.45,2024-03-04,130.2,stop -8%,9,-10.45,3.2
Docmode Health Technologies Ltd.,SME,DHTL,INE0OGG01015,1,early pivot reclaim,2024-02-19,2024-02-20,242.95,223.51,279.39,2024-02-29,212.35,stop -8%,7,-14.1,10.0
BLS E-Services Ltd.,Mainboard,BLSE,INE0NLT01010,1,early pivot reclaim,2024-02-19,2024-02-20,389.95,358.75,448.44,2024-03-05,345.05,stop -8%,10,-12.51,2.4
Apeejay Surrendra Park Hotels Ltd.,Mainboard,PARKHOTELS,INE988S01028,1,early pivot reclaim,2024-02-22,2024-02-23,229.3,210.96,263.7,2024-02-29,210.75,stop -8%,4,-9.09,0.0
Cello World Ltd.,Mainboard,CELLO,INE0LMW01024,2,early pivot reclaim,2024-02-23,2024-02-26,837.7,770.68,963.36,2024-03-13,723.4,stop -8%,11,-14.64,4.5
Addictive Learning Technology Ltd.,SME,LAWSIKHO,INE0RDH01021,3,early pivot reclaim,2024-02-23,2024-02-26,333.65,306.96,383.7,2024-02-28,300.15,stop -8%,2,-11.54,0.0
Wise Travel India Ltd.,SME,WTICAB,INE623Y01011,1,early pivot reclaim,2024-02-23,2024-02-26,222.25,204.47,255.59,2024-03-05,196.9,stop -8%,6,-12.91,10.2
Thaai Casting Ltd.,SME,TCL,INE0QJL01014,1,early pivot reclaim,2024-02-26,2024-02-27,214.0,196.88,246.1,2024-02-29,194.15,stop -8%,2,-10.78,0.5
Atmastco Ltd.,SME,ATMASTCO,INE05DH01017,1,early pivot reclaim,2024-02-26,2024-02-27,105.3,96.88,121.09,2024-08-06,259.85,trail (30% off peak after +15%),106,145.27,262.6
Juniper Hotels Ltd.,Mainboard,JUNIPER,INE696F01016,1,early pivot reclaim,2024-02-29,2024-03-01,427.0,392.84,491.05,2024-06-04,385.35,stop -8%,60,-10.75,22.3
Shri Balaji Valve Components Ltd.,SME,SBVCL,INE0RNZ01014,2,early pivot reclaim,2024-03-01,2024-03-04,200.0,184.0,230.0,2024-03-11,174.4,stop -8%,4,-14.3,0.3
Kaushalya Logistics Ltd.,SME,KLL,INE0Q2V01012,2,early pivot reclaim,2024-03-01,2024-03-04,106.3,97.8,122.24,2024-03-12,92.4,stop -8%,5,-14.58,0.0
IBL Finance Ltd.,SME,IBLFL,INE0O7401018,3,early pivot reclaim,2024-03-01,2024-03-04,58.0,53.36,66.7,2024-03-12,50.15,stop -8%,5,-15.03,0.2
Thaai Casting Ltd.,SME,TCL,INE0QJL01014,2,early pivot reclaim,2024-03-01,2024-03-04,215.9,198.63,248.28,2024-03-06,195.75,stop -8%,2,-10.83,0.0
Sadhav Shipping Ltd.,SME,SADHAV,INE0K5H01010,1,early pivot reclaim,2024-03-04,2024-03-05,164.0,150.88,188.6,2024-09-03,194.15,"time (120 sessions, unproven)",120,16.88,52.0
Owais Metal & Mineral Processing Ltd.,SME,OWAIS,INE0R8M01017,1,early pivot reclaim,2024-03-05,2024-03-06,261.85,240.9,301.13,2024-12-20,1037.75,trail (30% off peak after +15%),192,294.81,480.5
Manoj Vaibhav Gems 'N' Jewellers Ltd.,Mainboard,MVGJL,INE0KNT01012,2,early pivot reclaim,2024-03-06,2024-03-07,222.45,204.65,255.82,2024-03-11,203.9,stop -8%,1,-9.34,0.0
AIK Pipes & Polymers Ltd.,SME,AIKPIPES,INE0QFT01015,2,early pivot reclaim,2024-03-06,2024-03-07,108.0,99.36,124.2,2024-09-17,129.35,"time (120 sessions, unproven)",127,18.27,50.0
Utkarsh Small Finance Bank Ltd.,Mainboard,UTKARSHBNK,INE735W01017,3,early pivot reclaim,2024-03-14,2024-03-15,48.0,44.16,55.2,2024-09-12,47.87,"time (120 sessions, unproven)",120,-1.27,24.2
Chavda Infra Ltd.,SME,CHAVDA,INE0PT101017,3,early pivot reclaim,2024-03-14,2024-03-15,94.0,86.48,108.1,2024-11-21,138.1,trail (30% off peak after +15%),167,45.41,113.2
E Factor Experiences Ltd.,SME,EFACTOR,INE0KFF01017,2,early pivot reclaim,2024-03-14,2024-03-15,124.45,114.49,143.12,2025-02-03,222.5,trail (30% off peak after +15%),212,77.29,156.6
Sona Machinery Ltd.,SME,SONAMAC,INE0Q6H01012,1,early pivot reclaim,2024-03-14,2024-03-15,144.65,133.08,166.35,2024-03-19,132.35,stop -8%,2,-10.0,0.0
IRM Energy Ltd.,Mainboard,IRMENERGY,INE07U701015,3,early pivot reclaim,2024-03-15,2024-03-18,489.7,450.52,563.16,2024-06-04,442.7,stop -8%,50,-10.6,23.4
Shree Karni Fabcom Ltd.,SME,SHREEKARNI,INE0S4Y01010,1,early pivot reclaim,2024-03-15,2024-03-18,300.95,276.87,346.09,2024-11-14,571.9,trail (30% off peak after +15%),163,88.53,179.1
Vishnu Prakash R.Punglia Ltd.,Mainboard,VPRPL,INE0AE001013,3,early pivot reclaim,2024-03-18,2024-03-19,165.0,151.8,189.75,2024-03-27,151.0,stop -8%,5,-9.48,0.0
Docmode Health Technologies Ltd.,SME,DHTL,INE0OGG01015,2,early pivot reclaim,2024-03-18,2024-03-19,212.7,195.68,244.6,2024-06-03,193.0,stop -8%,45,-10.76,30.7
Manoj Vaibhav Gems 'N' Jewellers Ltd.,Mainboard,MVGJL,INE0KNT01012,3,early pivot reclaim,2024-03-19,2024-03-20,233.5,214.82,268.52,2024-09-17,300.29,"time (120 sessions, unproven)",120,27.6,28.9
V R Infraspace Ltd.,SME,VR,INE0QQM01017,1,early pivot reclaim,2024-03-19,2024-03-20,94.35,86.8,108.5,2025-02-24,245.5,trail (30% off peak after +15%),199,158.7,275.2
Popular Vehicles & Services Ltd.,Mainboard,PVSL,INE772T01024,1,early pivot reclaim,2024-03-21,2024-03-22,289.2,266.06,332.58,2024-03-27,252.3,stop -8%,2,-13.76,0.0
Signoria Creation Ltd.,SME,SIGNORIA,INE0RDE01010,1,early pivot reclaim,2024-03-21,2024-03-22,139.95,128.75,160.94,2024-05-31,128.2,stop -8%,39,-9.9,32.6
KP Green Engineering Ltd.,SME,KPGEL,INE0QVH01025,1,early pivot reclaim,2024-03-26,2024-03-27,231.5,212.98,266.22,2024-08-23,476.2,trail (30% off peak after +15%),99,104.2,199.3
Jana Small Finance Bank Ltd.,Mainboard,JSFB,INE953L01027,2,early pivot reclaim,2024-03-28,2024-04-01,419.9,386.31,482.88,2024-10-17,537.65,"time (120 sessions, unproven)",135,27.04,75.3
Krystal Integrated Services Ltd.,Mainboard,KRYSTAL,INE0QN801017,1,early pivot reclaim,2024-04-01,2024-04-02,814.65,749.48,936.85,2024-04-30,741.05,stop -8%,18,-10.03,24.8
Ratnaveer Precision Engineering Ltd.,Mainboard,RATNAVEER,INE05CZ01011,3,early pivot reclaim,2024-04-02,2024-04-03,129.45,119.09,148.87,2024-05-24,118.15,stop -8%,33,-9.73,11.7
Sona Machinery Ltd.,SME,SONAMAC,INE0Q6H01012,2,early pivot reclaim,2024-04-02,2024-04-03,145.0,133.4,166.75,2024-04-12,130.55,stop -8%,6,-11.47,0.0
Wise Travel India Ltd.,SME,WTICAB,INE623Y01011,2,early pivot reclaim,2024-04-03,2024-04-04,207.0,190.44,238.05,2024-10-07,265.5,"time (120 sessions, unproven)",124,26.76,57.2
J.G.Chemicals Ltd.,Mainboard,JGCHEM,INE0MB501011,1,early pivot reclaim,2024-04-03,2024-04-04,234.75,215.97,269.96,2024-05-31,215.45,stop -8%,37,-9.22,14.1
Medi Assist Healthcare Services Ltd.,Mainboard,MEDIASSIST,INE456Z01021,2,early pivot reclaim,2024-04-04,2024-04-05,522.05,480.29,600.36,2024-06-03,473.9,stop -8%,37,-10.22,6.6
R K SWAMY Ltd.,Mainboard,RKSWAMY,INE0NQ801033,1,early pivot reclaim,2024-04-04,2024-04-05,285.3,262.48,328.1,2024-05-09,262.4,stop -8%,21,-9.03,5.6
Royal Sense Ltd.,SME,ROYAL,INE0QQG01019,1,early pivot reclaim,2024-04-04,2024-04-05,145.7,134.04,167.55,2024-05-03,133.1,stop -8%,15,-10.15,6.7
AVP Infracon Ltd.,SME,AVPINFRA,INE0R9401019,1,early pivot reclaim,2024-04-04,2024-04-05,83.0,76.36,95.45,2024-04-09,74.75,stop -8%,2,-11.44,0.0
Chatha Foods Ltd.,SME,CHATHA,INE0AH901011,1,early pivot reclaim,2024-04-04,2024-04-05,83.85,77.14,96.43,2025-01-28,106.2,"time (120 sessions, unproven)",201,25.15,70.1
SRM Contractors Ltd.,Mainboard,SRM,INE0R6Z01013,1,early pivot reclaim,2024-04-04,2024-04-05,234.15,215.42,269.27,2024-04-09,206.05,stop -8%,2,-13.0,0.0
Vruddhi Engineering Works Ltd.,SME,VRUDDHI,INE0OMZ01013,1,early pivot reclaim,2024-04-04,2024-04-05,82.18,75.61,94.51,2024-07-26,261.3,trail (30% off peak after +15%),62,216.46,370.1
Blue Pebble Ltd.,SME,BLUEPEBBLE,INE0SAK01011,1,early pivot reclaim,2024-04-04,2024-04-05,230.3,211.88,264.84,2024-05-22,237.7,trail (30% off peak after +15%),29,1.71,54.9
Aspire & Innovative Advertising Ltd.,SME,ASPIRE,INE0S7801010,1,early pivot reclaim,2024-04-04,2024-04-05,59.15,54.42,68.02,2024-05-09,68.6,trail (30% off peak after +15%),21,14.48,73.9
Rashi Peripherals Ltd.,Mainboard,RPTECH,INE0J1F01024,2,early pivot reclaim,2024-04-05,2024-04-08,353.0,324.76,405.95,2024-04-15,323.0,stop -8%,4,-9.5,0.0
Trust Fintech Ltd.,SME,TRUST,INE0SWN01019,1,early pivot reclaim,2024-04-05,2024-04-08,165.75,152.49,190.61,2024-05-29,218.7,trail (30% off peak after +15%),33,30.45,89.1
Radiowalla Network Ltd.,SME,RADIOWALLA,INE430U01019,1,early pivot reclaim,2024-04-08,2024-04-09,139.05,127.93,159.91,2024-04-09,126.15,stop -8%,0,-10.78,0.0
Pratham EPC Projects Ltd.,SME,PRATHAM,INE0QA601016,1,early pivot reclaim,2024-04-12,2024-04-15,158.0,145.36,181.7,2024-06-05,330.5,trail (30% off peak after +15%),34,107.68,199.5
Enfuse Solutions Ltd.,SME,ENFUSE,INE0S3X01014,1,early pivot reclaim,2024-04-12,2024-04-15,125.9,115.83,144.78,2024-05-07,114.75,stop -8%,14,-10.36,4.4
Sona Machinery Ltd.,SME,SONAMAC,INE0Q6H01012,3,early pivot reclaim,2024-04-15,2024-04-16,132.0,121.44,151.8,2024-08-05,166.5,trail (30% off peak after +15%),74,24.64,82.2
Creative Graphics Solutions India Ltd.,SME,CGRAPHICS,INE0R7401011,1,early pivot reclaim,2024-04-15,2024-04-16,193.75,178.25,222.81,2024-05-27,215.85,trail (30% off peak after +15%),26,9.91,67.0
Cello World Ltd.,Mainboard,CELLO,INE0LMW01024,3,early pivot reclaim,2024-04-16,2024-04-18,865.0,795.8,994.75,2024-10-11,885.5,"time (120 sessions, unproven)",120,1.37,14.5
Vishwas Agri Seeds Ltd.,SME,VISHWAS,INE0S2E01016,1,early pivot reclaim,2024-04-16,2024-04-18,86.8,79.86,99.82,2024-05-31,75.85,stop -8%,29,-14.12,8.9
Bharti Hexacom Ltd.,Mainboard,BHARTIHEXA,INE343G01021,1,early pivot reclaim,2024-04-16,2024-04-18,921.0,847.32,1059.15,2026-07-13,1587.4,OPEN,550,72.36,115.5
Suraj Estate Developers Ltd.,Mainboard,SURAJEST,INE843S01025,2,early pivot reclaim,2024-04-18,2024-04-19,359.55,330.79,413.48,2024-06-04,322.05,stop -8%,30,-11.43,19.8
Exicom Tele-Systems Ltd.,Mainboard,EXICOM,INE777F01014,1,late bloomer (vol-confirmed),2024-04-18,2024-04-19,286.7,263.76,329.7,2024-05-09,260.7,stop -8%,13,-10.07,5.9
Naman In-Store (India) Ltd.,SME,NAMAN,INE0RJM01010,1,early pivot reclaim,2024-04-18,2024-04-19,132.0,121.44,151.8,2024-04-24,120.15,stop -8%,3,-10.48,3.4
Teerth Gopicon Ltd.,SME,TGL,INE0K6601012,1,early pivot reclaim,2024-04-18,2024-04-19,144.65,133.08,166.35,2024-10-10,517.3,trail (30% off peak after +15%),118,256.12,412.1
ASK Automotive Ltd.,Mainboard,ASKAUTOLTD,INE491J01022,2,early pivot reclaim,2024-04-19,2024-04-22,323.75,297.85,372.31,2024-05-09,295.9,stop -8%,12,-9.6,0.3
Radiowalla Network Ltd.,SME,RADIOWALLA,INE430U01019,2,early pivot reclaim,2024-04-19,2024-04-22,134.6,123.83,154.79,2024-05-02,123.8,stop -8%,7,-9.52,0.0
TAC Infosec Ltd.,SME,TAC,INE0SOY01013,1,early pivot reclaim,2024-04-19,2024-04-22,334.7,307.92,384.9,2024-05-23,498.25,trail (30% off peak after +15%),21,47.36,116.3
Yash Optics & Lens Ltd.,SME,YASHOPTICS,INE0TO601017,1,early pivot reclaim,2024-04-19,2024-04-22,102.9,94.67,118.34,2024-05-02,92.75,stop -8%,7,-11.36,5.0
DCG Cables & Wires Ltd.,SME,DCG,INE0S8401018,1,early pivot reclaim,2024-04-19,2024-04-22,90.05,82.85,103.56,2024-05-31,82.3,stop -8%,27,-10.11,11.0
AVP Infracon Ltd.,SME,AVPINFRA,INE0R9401019,2,early pivot reclaim,2024-04-22,2024-04-23,89.4,82.25,102.81,2024-10-23,125.0,trail (30% off peak after +15%),125,38.32,103.9
Aluwind Architectural Ltd.,SME,ALUWIND,INE0STM01017,1,early pivot reclaim,2024-04-23,2024-04-24,47.95,44.11,55.14,2024-08-13,54.15,trail (30% off peak after +15%),75,11.43,64.3
Greenhitech Ventures Ltd.,SME,GVL,INE0S0701019,1,early pivot reclaim,2024-04-23,2024-04-24,109.96,101.16,126.45,2024-05-28,109.25,trail (30% off peak after +15%),22,-2.15,54.7
Ramdevbaba Solvent Ltd.,SME,RBS,INE0RJH01010,1,early pivot reclaim,2024-04-24,2024-04-25,123.45,113.57,141.97,2024-04-26,112.8,stop -8%,1,-10.13,0.0
Pune E-Stock Broking Ltd.,SME,PESB,INE510U01018,1,early pivot reclaim,2024-04-25,2024-04-26,142.9,131.47,164.34,2024-10-24,182.1,"time (120 sessions, unproven)",120,25.93,58.1
Naman In-Store (India) Ltd.,SME,NAMAN,INE0RJM01010,2,early pivot reclaim,2024-04-25,2024-04-26,123.1,113.25,141.56,2024-05-09,110.95,stop -8%,8,-11.37,0.0
Rashi Peripherals Ltd.,Mainboard,RPTECH,INE0J1F01024,3,early pivot reclaim,2024-04-26,2024-04-29,347.45,319.65,399.57,2024-05-10,319.35,stop -8%,8,-9.09,1.9
Rishabh Instruments Ltd.,Mainboard,RISHABH,INE0N2P01017,2,early pivot reclaim,2024-04-29,2024-04-30,481.0,442.52,553.15,2024-05-30,427.1,stop -8%,20,-12.21,2.0
Ramdevbaba Solvent Ltd.,SME,RBS,INE0RJH01010,2,early pivot reclaim,2024-05-02,2024-05-03,116.0,106.72,133.4,2024-05-08,104.5,stop -8%,3,-11.41,0.0
Emmforce Autotech Ltd.,SME,EMMFORCE,INE0SDC01012,1,early pivot reclaim,2024-05-02,2024-05-03,215.5,198.26,247.82,2024-05-24,189.25,stop -8%,14,-13.68,20.0
Shivam Chemicals Ltd.,SME,SHIVAM,INE0SGR01013,1,early pivot reclaim,2024-05-03,2024-05-06,54.86,50.47,63.09,2024-05-13,49.49,stop -8%,5,-11.29,5.0
Yash Optics & Lens Ltd.,SME,YASHOPTICS,INE0TO601017,2,early pivot reclaim,2024-05-08,2024-05-09,97.5,89.7,112.12,2024-06-04,88.5,stop -8%,17,-10.73,3.5
Amkay Products Ltd.,SME,AMKAY,INE0QSB01016,1,early pivot reclaim,2024-05-09,2024-05-10,116.7,107.36,134.2,2024-05-15,103.73,stop -8%,3,-12.61,3.7
Enfuse Solutions Ltd.,SME,ENFUSE,INE0S3X01014,2,early pivot reclaim,2024-05-10,2024-05-13,117.0,107.64,134.55,2024-05-28,107.15,stop -8%,10,-9.92,3.6
Exicom Tele-Systems Ltd.,Mainboard,EXICOM,INE777F01014,2,early pivot reclaim,2024-05-14,2024-05-15,284.4,261.65,327.06,2024-05-27,259.5,stop -8%,7,-9.76,0.1
Shivam Chemicals Ltd.,SME,SHIVAM,INE0SGR01013,2,early pivot reclaim,2024-05-14,2024-05-15,53.1,48.85,61.06,2024-06-04,48.01,stop -8%,13,-11.09,0.0
Finelistings Technologies Ltd.,SME,FTL,INE0QOQ01013,1,early pivot reclaim,2024-05-15,2024-05-16,147.0,135.24,169.05,2024-05-24,131.0,stop -8%,5,-12.38,5.0
Winsol Engineers Ltd.,SME,WINSOL,INE0S3D01016,1,early pivot reclaim,2024-05-15,2024-05-16,418.0,384.56,480.7,2024-06-03,378.3,stop -8%,11,-11.0,17.0
Refractory Shapes Ltd.,SME,REFRACTORY,INE0TNX01015,1,early pivot reclaim,2024-05-15,2024-05-16,86.75,79.81,99.76,2024-08-19,184.5,trail (30% off peak after +15%),63,111.18,212.7
TBO Tek Ltd.,Mainboard,TBOTEK,INE673O01025,1,early pivot reclaim,2024-05-16,2024-05-17,1440.0,1324.8,1656.0,2024-11-08,1704.15,"time (120 sessions, unproven)",120,17.34,33.9
Aadhar Housing Finance Ltd.,Mainboard,AADHARHFC,INE883F01010,1,early pivot reclaim,2024-05-16,2024-05-17,365.0,335.8,419.75,2024-05-23,333.35,stop -8%,3,-9.67,0.0
ASK Automotive Ltd.,Mainboard,ASKAUTOLTD,INE491J01022,3,early pivot reclaim,2024-05-17,2024-05-21,327.7,301.48,376.85,2024-05-23,298.0,stop -8%,2,-10.06,0.0
Premier Roadlines Ltd.,SME,PRLIND,INE0CFG01012,1,early pivot reclaim,2024-05-21,2024-05-22,93.85,86.34,107.93,2024-05-27,86.15,stop -8%,3,-9.7,0.0
