isin,day,fwd20,fwd60,vol_change_pct
INE0MGA01012,73,66.10714285714288,128.2142857142857,62.51896813353566
INE0MGA01012,85,50.69686411149827,69.71544715447155,50.69767441860464
INE0MGA01012,284,-7.6612903225806495,79.94623655913978,-77.74049217002236
INE0MGA01012,289,1.1997913406364136,66.92749087115286,-71.27272727272727
INE0MGA01012,302,6.212716426596843,77.18609049905427,74.8878923766816
INE0MLS01022,120,51.48672164636454,84.55020049935689,61.41303282086119
INE0MNP01016,169,0.058241118229473976,11.939429237041344,-77.21733243060257
INE0MNP01016,175,6.08819345661451,10.583214793741114,-80.15973097940311
INE0MVO01012,95,-10.734046477314651,-6.492069347104401,-32.73942093541202
INE0MVO01012,124,7.219001309145301,4.507200299233194,-29.000000000000004
INE0N1401016,17,1.0406811731314969,-51.93945127719963,-87.35158057054741
INE0N1401016,44,-17.67554479418886,-27.72397094430992,-28.181818181818187
INE0N1401016,48,-7.0528967254408155,-29.345088161209077,-17.17171717171717
INE0N1401016,60,-33.47639484978542,-23.032904148783985,262.5
INE0N1401016,66,-42.741935483870975,-31.45161290322581,397.5903614457831
INE0N1401016,70,-39.03903903903904,-22.22222222222222,671.9298245614035
INE0N1401016,99,-13.38582677165354,-34.80314960629921,-11.111111111111116
INE0N1401016,151,-18.633540372670808,-39.13043478260869,-29.31034482758621
INE0N1401016,180,-30.35714285714286,-40.816326530612244,400.0
INE0N1401016,190,-22.702702702702705,-40.54054054054054,442.1052631578948
INE0N1401016,226,-12.452830188679243,-15.094339622641506,22.857142857142865
INE0N1401016,240,-8.62068965517241,-16.37931034482759,141.93548387096774
INE0N1401016,244,5.429864253393668,-23.076923076923084,159.3220338983051
INE0N1401016,264,5.579399141630903,,-65.68627450980392
INE0N1401016,287,-28.8135593220339,,11.764705882352944
INE0N2D01013,23,-15.41946799181526,-44.75299619994154,-65.82587469487389
INE0N2D01013,101,-11.563071297989037,-28.085009140767838,-38.68312757201646
INE0N2D01013,107,7.851031706089584,-13.462506290890786,-27.459016393442624
INE0N2D01013,204,10.955841252096143,41.1961989938513,-77.27666955767563
INE0N2D01013,206,9.409064830751568,44.8651749856569,-77.43785850860421
INE0N2D01013,211,19.19251023990636,39.0871854885898,-74.29205996668517
INE0N2D01013,245,18.654997696913878,-22.109626900046063,171.22093023255815
INE0N2D01013,258,-1.4261744966442946,-16.90436241610739,-22.086570477247502
INE0N4701016,25,21.483167994795906,-30.395186209139702,-64.42516268980476
INE0N4701016,31,31.170046801872076,-9.048361934477377,-37.54152823920266
INE0N4701016,68,-31.176985981308412,10.105140186915884,-4.918032786885251
INE0N4701016,99,1.3374763577411741,4.336665766009196,-26.582278481012654
INE0N4701016,127,27.227171492204903,22.494432071269486,-20.512820512820518
INE0N4701016,147,-27.02407002188184,-27.899343544857768,53.2258064516129
INE0N4701016,157,-0.654511453950446,-19.354838709677423,13.157894736842103
INE0N4G01012,321,-5.358385525400133,-4.940848990953373,9.933774834437092
INE0N4G01012,330,-10.497981157469717,-14.266487213997303,-10.77844311377245
INE0N4G01012,353,10.193826274228268,-9.978463747307975,-43.88297872340425
INE0N4G01012,361,-0.7267441860465129,-19.69476744186046,-70.75718015665797
INE0N4G01012,372,-13.754152823920263,-29.568106312292365,27.73972602739727
INE0N6U01018,39,-21.2959107187474,-30.04913800283169,-49.187784275503574
INE0N6U01018,79,1.4127022458343408,13.378411011832881,-41.582491582491585
INE0N6U01018,114,-16.7497403946002,-12.253374870197298,12.62716935966488
INE0N6U01018,130,27.143629970246153,10.062212604814702,105.53191489361704
INE0N6U01018,144,-9.594391587381068,-0.20030045067601643,-26.884422110552762
INE0N6U01018,275,-17.81814363712725,-19.73960520789584,-27.77053455019557
INE0N6U01018,638,17.286440267806725,,-15.776499589153659
INE0N6U01018,644,0.3234109959738607,,-42.51700680272109
INE0NVI01020,292,0.7703418391911576,-7.0775156475686,-67.53789858860428
INE0NVI01020,307,0.1946472019464851,6.326034063260333,-12.549800796812749
INE0O9L01010,60,4.5112781954887105,-15.288220551378451,44.502617801047116
INE0OO201011,307,-1.4192558496355923,27.349443805140016,71.42857142857142
INE0OO201011,309,4.534412955465572,36.03238866396761,31.060606060606055
INE0OO201011,390,-24.02411021814007,,50.440528634361236
INE0OO201011,423,,,-50.617283950617285
INE0OO201011,438,,,-5.405405405405405
INE0OV601013,116,9.142624949207633,43.288636055803885,8.936567964200304
INE0OXY01013,35,2.5550749421587415,73.36284076048688,-50.34034185448495
INE0OXY01013,68,85.55978369717604,45.814139795713984,39.0290381125227
INE0OXY01013,101,-18.5841899717197,-30.762670018404627,9.116532218874518
INE0OXY01013,116,-21.64514317798989,-34.283174246677895,20.51833740831295
INE0OXY01013,127,-5.427809413969575,-4.642110574497216,60.53159478435306
INE0OXY01013,236,-15.745869659457634,-19.136843119310242,216.6540116426221
INE0OXY01013,251,9.029784724270119,-4.15806546741374,129.45501730103808
INE0P1P01017,207,-16.262135922330103,-32.038834951456316,87.09677419354837
INE0P1P01017,212,6.460674157303359,-14.32584269662922,25.0
INE0P1P01017,269,48.745519713261665,54.12186379928316,37.037037037037045
